method,best_batch_size,batch_one_ms,batch_one_speedup,best_batch_ms_per_output,best_batch_speedup,batch_one_peak_gpu_memory_gib,best_batch_peak_gpu_memory_gib
flare,128,995.2037638053298,448.27503293814493,145.67964105226565,3062.37025831182,0.5386347770690918,18.53841733932495
poseidon_t,1024,61.907959915697575,7206.262338599195,0.6499266328319209,686423.6322430774,0.18198204040527344,65.61801719665527
cno_fm,512,72.88795728236437,6120.695607804369,3.354019854305079,133012.03313611058,0.49266767501831055,27.435763835906982
dpot_ti,64,91.13360084593296,4895.285557235933,9.231257441570051,48327.65230780121,0.35027599334716797,18.607356071472168
mpp_avit_ti,128,613.3975993841887,727.3015095720631,119.5806913819979,3730.7444441416005,0.8869566917419434,105.96584892272949
pdearena_unet,128,40.16922377049923,11106.139430248082,9.757614498084877,45720.703568229794,0.27033138275146484,12.548651695251465
le_pde,2048,7.641797326505184,58379.590682500595,0.25497656151856063,1749670.6259705562,0.2770533561706543,101.23020601272583
neuralmag_x5,128,335785.9066966921,1.3285995364986378,31420.41686104494,14.19857037457406,0.5695247650146484,7.342691898345947
